Postcode 1,Postcode 2,Postcode 3,Date Introduced,User Type,Easting,Northing,Positional Quality,County Code,County Name,Local Authority Code,Local Authority Name,Ward Code,Ward Name,Country Code,Country Name,Region Code,Region Name,Parliamentary Constituency Code,Parliamentary Constituency Name,European Electoral Region Code,European Electoral Region Name,Primary Care Trust Code,Primary Care Trust Name,Lower Super Output Area Code,Lower Super Output Area Name,Middle Super Output Area Code,Middle Super Output Area Name,Output Area Classification Code,Output Area Classification Name,Longitude,Spatial Accuracy,Latitude,Last Uploaded,Location,Socrata ID
NW1 0EX,NW1  0EX,NW1 0EX,Jan-80,0,529247,183443,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000947,,E02000186,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.137935,Postcode Level,51.535105,01/04/2018 09:47,"(51.535105, -0.137935)",1116831
NW1 0EY,NW1  0EY,NW1 0EY,Jan-80,0,529220,183486,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000947,,E02000186,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.138309,Postcode Level,51.535497,01/04/2018 09:47,"(51.535497, -0.138309)",1116832
NW1 0GS,NW1  0GS,NW1 0GS,Dec-99,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,Postcode Level,51.530784,01/04/2018 09:47,"(51.530784, -0.13543)",1116833
NW1 0HA,NW1  0HA,NW1 0HA,Jan-80,0,529264,183633,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000959,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137621,Postcode Level,51.536808,01/04/2018 09:47,"(51.536808, -0.137621)",1116834
NW1 0HB,NW1  0HB,NW1 0HB,Jan-80,0,529286,183674,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000958,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137289,Postcode Level,51.537172,01/04/2018 09:47,"(51.537172, -0.137289)",1116835
NW1 0HD,NW1  0HD,NW1 0HD,Jan-80,0,529211,183668,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000959,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.138372,Postcode Level,51.537135,01/04/2018 09:47,"(51.537135, -0.138372)",1116836
NW1 0HE,NW1  0HE,NW1 0HE,Jan-80,0,529246,183678,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000959,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137864,Postcode Level,51.537217,01/04/2018 09:47,"(51.537217, -0.137864)",1116837
NW1 0HG,NW1  0HG,NW1 0HG,Jan-80,0,529267,183695,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000959,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137555,Postcode Level,51.537365,01/04/2018 09:47,"(51.537365, -0.137555)",1116838
NW1 0HH,NW1  0HH,NW1 0HH,Jan-80,0,529191,183687,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000959,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.138653,Postcode Level,51.53731,01/04/2018 09:47,"(51.53731, -0.138653)",1116839
NW1 0HJ,NW1  0HJ,NW1 0HJ,Jan-80,0,529181,183743,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000959,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.138776,Postcode Level,51.537816,01/04/2018 09:47,"(51.537816, -0.138776)",1116840
NW1 0HL,NW1  0HL,NW1 0HL,Jan-80,0,529258,183726,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000959,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137673,Postcode Level,51.537645,01/04/2018 09:47,"(51.537645, -0.137673)",1116841
NW1 0HN,NW1  0HN,NW1 0HN,Jan-80,0,529219,183777,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000959,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.138216,Postcode Level,51.538112,01/04/2018 09:47,"(51.538112, -0.138216)",1116842
NW1 0HP,NW1  0HP,NW1 0HP,Jan-80,0,529206,183814,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000130,Camden Town with Primrose Hill,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000861,,E02000184,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.13839,Postcode Level,51.538448,01/04/2018 09:47,"(51.538448, -0.13839)",1116843
NW1 0HR,NW1  0HR,NW1 0HR,Jan-80,0,529165,183828,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000130,Camden Town with Primrose Hill,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000861,,E02000184,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.138976,Postcode Level,51.538583,01/04/2018 09:47,"(51.538583, -0.138976)",1116844
NW1 0HS,NW1  0HS,NW1 0HS,Jan-80,0,529147,183902,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000130,Camden Town with Primrose Hill,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000861,,E02000184,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.139208,Postcode Level,51.539252,01/04/2018 09:47,"(51.539252, -0.139208)",1116845
NW1 0HT,NW1  0HT,NW1 0HT,Jan-80,0,529087,183871,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000130,Camden Town with Primrose Hill,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000861,,E02000184,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.140084,Postcode Level,51.538987,01/04/2018 09:47,"(51.538987, -0.140084)",1116846
NW1 0HU,NW1  0HU,NW1 0HU,Jan-80,0,529096,183903,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000130,Camden Town with Primrose Hill,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000861,,E02000184,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.139917,Postcode Level,51.539275,01/04/2018 09:47,"(51.539275, -0.139917)",1116847
NW1 0HX,NW1  0HX,NW1 0HX,Jan-80,0,529113,183970,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000130,Camden Town with Primrose Hill,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000861,,E02000184,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.139673,Postcode Level,51.539871,01/04/2018 09:47,"(51.539871, -0.139673)",1116848
NW1 0HY,NW1  0HY,NW1 0HY,Jan-80,0,529156,183977,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000130,Camden Town with Primrose Hill,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000861,,E02000184,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.139051,Postcode Level,51.539924,01/04/2018 09:47,"(51.539924, -0.139051)",1116849
NW1 0JA,NW1  0JA,NW1 0JA,Jan-80,0,529204,183886,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000130,Camden Town with Primrose Hill,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000861,,E02000184,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.138393,Postcode Level,51.539095,01/04/2018 09:47,"(51.539095, -0.138393)",1116850
NW1 0JE,NW1  0JE,NW1 0JE,Apr-85,0,529579,184071,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000957,,E02000184,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.13292,Postcode Level,51.540672,01/04/2018 09:47,"(51.540672, -0.13292)",1116851
NW1 0JF,NW1  0JF,NW1 0JF,Apr-85,0,529629,184070,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000957,,E02000184,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.1322,Postcode Level,51.540652,01/04/2018 09:47,"(51.540652, -0.1322)",1116852
NW1 0JG,NW1  0JG,NW1 0JG,Apr-85,0,529509,184046,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000957,,E02000184,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.133938,Postcode Level,51.540463,01/04/2018 09:47,"(51.540463, -0.133938)",1116853
NW1 0JH,NW1  0JH,NW1 0JH,Jan-80,0,529171,183474,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000947,,E02000186,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.139019,Postcode Level,51.5354,01/04/2018 09:47,"(51.5354, -0.139019)",1116854
NW1 0JL,NW1  0JL,NW1 0JL,Jan-80,0,529154,183527,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000947,,E02000186,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.139245,Postcode Level,51.535881,01/04/2018 09:47,"(51.535881, -0.139245)",1116855
NW1 0JN,NW1  0JN,NW1 0JN,Jan-80,0,529184,183543,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000947,,E02000186,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.138807,Postcode Level,51.536018,01/04/2018 09:47,"(51.536018, -0.138807)",1116856
NW1 0JP,NW1  0JP,NW1 0JP,Jan-80,0,529186,183483,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000947,,E02000186,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.1388,Postcode Level,51.535478,01/04/2018 09:47,"(51.535478, -0.1388)",1116857
NW1 0JR,NW1  0JR,NW1 0JR,Jan-80,0,529118,183581,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000947,,E02000186,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.139744,Postcode Level,51.536374,01/04/2018 09:47,"(51.536374, -0.139744)",1116858
NW1 0JS,NW1  0JS,NW1 0JS,Jan-80,0,529141,183554,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000947,,E02000186,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.139455,Postcode Level,51.536111,01/04/2018 09:47,"(51.536111, -0.139455)",1116859
NW1 0JT,NW1  0JT,NW1 0JT,Jan-80,0,529166,183564,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000947,,E02000186,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.139058,Postcode Level,51.53621,01/04/2018 09:47,"(51.53621, -0.139058)",1116860
NW1 0JU,NW1  0JU,NW1 0JU,Jan-80,0,529229,183535,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000959,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.138161,Postcode Level,51.535935,01/04/2018 09:47,"(51.535935, -0.138161)",1116861
NW1 0JW,NW1  0JW,NW1 0JW,Feb-90,0,529416,184077,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000957,,E02000184,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.135267,Postcode Level,51.540763,01/04/2018 09:47,"(51.540763, -0.135267)",1116862
NW1 0JX,NW1  0JX,NW1 0JX,Jan-80,0,529296,183508,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000959,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137205,Postcode Level,51.535677,01/04/2018 09:47,"(51.535677, -0.137205)",1116863
NW1 0JY,NW1  0JY,NW1 0JY,Jan-80,0,529293,183547,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000959,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137234,Postcode Level,51.536029,01/04/2018 09:47,"(51.536029, -0.137234)",1116864
NW1 0JZ,NW1  0JZ,NW1 0JZ,Apr-86,0,529626,184029,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000957,,E02000184,,2B2,Cosmopolitans;Inner city students;Multicultural student neighbourhood,-0.132259,Postcode Level,51.540284,01/04/2018 09:47,"(51.540284, -0.132259)",1116865
NW1 0LA,NW1  0LA,NW1 0LA,Jan-80,0,529263,183558,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000959,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137663,Postcode Level,51.536134,01/04/2018 09:47,"(51.536134, -0.137663)",1116866
NW1 0LB,NW1  0LB,NW1 0LB,Jan-80,0,529262,183585,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000959,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.137667,Postcode Level,51.536377,01/04/2018 09:47,"(51.536377, -0.137667)",1116867
NW1 0LD,NW1  0LD,NW1 0LD,Jan-80,0,529360,183611,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000958,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.136245,Postcode Level,51.536588,01/04/2018 09:47,"(51.536588, -0.136245)",1116868
NW1 0LE,NW1  0LE,NW1 0LE,Jan-80,0,529367,183598,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000958,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.136149,Postcode Level,51.53647,01/04/2018 09:47,"(51.53647, -0.136149)",1116869
NW1 0LG,NW1  0LG,NW1 0LG,Jan-80,0,529405,183590,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000958,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135605,Postcode Level,51.536389,01/04/2018 09:47,"(51.536389, -0.135605)",1116870
NW1 0LH,NW1  0LH,NW1 0LH,Jan-80,0,529415,183561,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000959,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135471,Postcode Level,51.536126,01/04/2018 09:47,"(51.536126, -0.135471)",1116871
NW1 0LJ,NW1  0LJ,NW1 0LJ,Jan-80,0,529423,183526,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000959,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.135369,Postcode Level,51.53581,01/04/2018 09:47,"(51.53581, -0.135369)",1116872
NW1 0LL,NW1  0LL,NW1 0LL,Jan-80,0,529365,183532,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000143,St Pancras and Somers Town,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000959,,E02000184,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.136177,Postcode Level,51.535879,01/04/2018 09:47,"(51.535879, -0.136177)",1116873
NW1 0LP,NW1  0LP,NW1 0LP,Jan-95,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,Postcode Level,51.530784,01/04/2018 09:47,"(51.530784, -0.13543)",1116874
NW1 0LQ,NW1  0LQ,NW1 0LQ,Jan-80,1,529048,183659,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000947,,E02000186,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.140724,Postcode Level,51.537091,01/04/2018 09:47,"(51.537091, -0.140724)",1116875
NW1 0LR,NW1  0LR,NW1 0LR,Jan-95,1,529433,182967,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000945,,E02000188,,3B2,Ethnicity central;Endeavouring ethnic mix;Bangladeshi mixed employment,-0.13543,Postcode Level,51.530784,01/04/2018 09:47,"(51.530784, -0.13543)",1116876
NW1 0LT,NW1  0LT,NW1 0LT,Jan-80,0,529077,183620,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000142,Regent's Park,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000947,,E02000186,,3B3,Ethnicity central;Endeavouring ethnic mix;Multi-ethnic professional service workers,-0.14032,Postcode Level,51.536734,01/04/2018 09:47,"(51.536734, -0.14032)",1116877
NW1 0LU,NW1  0LU,NW1 0LU,Jan-80,0,529005,183716,1,E99999999,(pseudo) England (UA/MD/LB),E09000007,Camden,E05000130,Camden Town with Primrose Hill,E92000001,England,E12000007,London,E14000750,Holborn and St Pancras,E15000007,London,E16000047,Camden,E01000861,,E02000184,,3D1,Ethnicity central;Aspirational techies;New EU tech workers,-0.141297,Postcode Level,51.537615,01/04/2018 09:47,"(51.537615, -0.141297)",1116878
